"Germination","Initial_Size","Establishment","Growth_Rate","Flowering_Prob","Fruit_Per_Plant","Flowering_Prob_base","Fruit_Per_Plant_base","Individual","Final_Size","Flowers","Fitness","Fitness_Std"
0.367068665703412,3.85982764485399,0.501342601533747,2.84452092670119,0.280240075300924,3.66656594843825,0.512729725505007,10.0401358198812,1,10.979360509247,1,0.858774877535076,0.479400769704343
0.469446577553322,5.31253592116967,0.618580851645767,3.12418131052532,0.234558220338731,3.60504411319969,0.393285676645949,8.28804060614183,2,16.5973254364127,1,1.33726181660764,1.29239504676009
0.86185721965368,6.86170052954826,0.450254878289749,2.931283725892,0.238369519867545,3.52195507984316,0.379809677094622,7.35820003570503,3,20.1135910942093,1,1.75476916659802,2.00177927118385
0.584360560766293,5.88976226475703,0.547645430467868,2.43534238967138,0.348609731255382,0,0.604792770791131,4.99112614806106,4,14.3435877084497,0,0.320022390849301,-0.435990336422935
0.434342769584549,8.54758468029964,0.632132502166946,3.12093169179238,0.374417936227921,3.9404652441521,0.545936315343528,7.0345605567392,5,26.6764279170262,1,1.35646491622332,1.3250229176891
0.470919852705586,6.33458224684545,0.558325152620747,3.15518220103645,0.351282210365852,2.09003998379181,0.560726135209527,4.38100827211155,6,19.9867611562483,1,0.812453084573402,0.400695690201449
0.602279014410099,7.64213203122262,0.396204469188063,3.07218926070191,0.339829783057905,3.20599391538946,0.516889279943446,6.16024915102978,7,23.4780759551882,1,1.00365797815052,0.725570773572697
0.60517738671467,5.13781441795803,0.527957776782251,3.56068788783828,0.37428380795584,0,0.612114204808343,8.95832341087039,8,18.294153567984,0,0.31950810764877,-0.436864151912295
0.504034607663087,5.19016964819277,0.497188680834126,3.55560511646472,0.396338680334405,3.8226400292906,0.646681719681403,8.34577719336936,9,18.4541937564341,1,1.20855504622827,1.07371014819301
0.717439019985728,4.57611150682972,0.409888336514337,2.76493509815676,0.185315338614421,2.86549864065205,0.330089063298415,7.42406860849746,10,12.6526513183125,1,1.13672674633856,0.9516671163515
0.524558655664489,3.56275519843161,0.418919668815509,2.53157905896038,0.278192932664467,4.65166050224693,0.525709281250213,13.6473593511927,11,9.01939645255169,1,1.24194074337013,1.13043558518081
0.466437029628932,6.57887798262789,0.645208378466152,3.53374138086234,0.236019216422428,0,0.360108685783403,7.80892621214542,12,23.2480533668563,0,0.300949079543452,-0.468397684816215
0.343903190899949,8.55032901872989,0.601808369699029,3.37897028783047,0.391905365899852,8.39361321321356,0.555518086922237,14.2829136531001,13,28.8913077054629,1,1.94413806152582,2.32353482030518
0.719052956782643,8.03807316327738,0.667914853696398,3.38095564946633,0.334684814508237,2.24107602994497,0.484865969794921,3.95692871486756,14,27.1763688722063,1,1.55657910815081,1.66503573624174
0.490262975671248,4.19696636646506,0.597815942849623,2.41344879860931,0.270585812819967,0,0.501993934077962,7.39668068676349,15,10.1291634349488,0,0.293087023045169,-0.481756057672498
0.518512018082794,5.43817132476806,0.609773406925062,4.3527737166157,0.341572601779934,0,0.51819020065787,7.55054870147275,16,23.6711292089036,0,0.316174839797935,-0.44252768724698
0.703488301360783,6.51302996720979,0.528322222843339,2.67897674597366,0.325727816307641,0,0.539323701590678,4.09038206612699,17,17.4482558279846,0,0.371668503119213,-0.348238738042839
0.678854776235668,15.392748578762,0.389389413567155,4.03363357122634,0.68220509061063,7.46626306184994,0.68220509061063,7.46626306184994,18,62.0887074207408,1,2.23796235345422,2.82276990551097
0.543735118929581,8.3580897416384,0.612531107620898,3.49106063571423,0.326921453451256,0,0.461736483319359,5.00911929935064,19,29.1785980868007,0,0.333054674650317,-0.413847261488166
0.489236296990314,9.89089894232378,0.510114619328959,2.74748852948639,0.395029463408438,2.96047476895125,0.57229782184248,5.22726823367808,20,27.1751313903437,1,0.988402172575415,0.699649726180103
0.618838825875488,6.23888467318704,0.331554275471954,4.63981516097502,0.410427454647828,0,0.581363625117924,18.7429927434996,21,28.9472716942279,0,0.205178658547062,-0.631120630466936
0.277506046201458,5.03897722163693,0.36895604569741,4.32955669888037,0.377658432193593,0,0.587602389501787,11.0885710379934,22,21.8165375854438,0,0.102387533463613,-0.805772412158082
0.654214981856127,5.50103361318127,0.338026158740399,2.99417510930165,0.262931543992289,6.59155669747568,0.441689081882767,15.2089066535062,23,16.4710579200191,1,1.6788103406085,1.87271808731738
0.490114700886845,6.28370104403591,0.344032079170373,3.69226662057165,0.31206157333455,0,0.476433886840572,24.5882391796733,24,23.201099618545,0,0.168615179578067,-0.69324541742279
0.587649672170223,5.92044110285905,0.450665398105713,3.41649606010971,0.342899607632723,0,0.545488503797319,5.42949969902225,25,20.2271637020295,0,0.264833373455286,-0.529761663566435
0.851800691598898,9.73437578853992,0.421363121134649,3.105110044373,0.411955822675335,0,0.574297588688691,15.0773112875988,26,30.2263080366966,0,0.358917397996764,-0.369904063977922
0.70350816815299,5.79912726462889,0.347189304891141,2.74265369187043,0.324296618155074,0,0.549408996806928,9.99005479376324,27,15.9049978019609,0,0.244250511886276,-0.564733879722365
0.30915754679835,5.82974565035437,0.365285134657935,2.59089278052809,0.331086422067493,3.27280219242288,0.567745109840296,7.8592939650222,28,15.1042459178182,1,0.482530355030321,-0.159874032995237
0.837533958389585,5.30686265287174,0.494279544561982,1.9022774898584,0.229592245044534,0,0.426180955412122,10.1575369970071,29,10.0951253663282,0,0.413975903507998,-0.276354488788604
0.330978690140636,9.04266403060161,0.427221621854914,2.08478001293127,0.284753452859905,0,0.461954948432502,9.43944060417268,30,18.8519652346508,0,0.141401252801298,-0.739484436545467
0.451790907927775,9.64121320220006,0.342061177202413,2.0170054401196,0.282127812112804,2.64496818902431,0.453812876967972,5.62332786353004,31,19.4463794781904,1,0.563293857103805,-0.0226492529249819
0.675199086033091,4.08154256127768,0.462054901115004,2.17994334906893,0.28800282802391,1.04879801030364,0.545361562772395,3.09076072621616,32,8.89753156039904,1,0.63918205060653,0.106291919708485
0.720970858432193,6.86146458330192,0.360405294433149,2.75226007627935,0.341904793053296,0,0.554411559643165,3.69050679959444,33,18.8845350374266,0,0.259841714510975,-0.538242961222343
0.479474709029039,6.55479616541907,0.485652141956324,2.97322178444009,0.261936084755259,0,0.421078461148962,8.52605107600907,34,19.4888627515884,0,0.232857919453838,-0.58409096492589
0.30055373510486,8.1581728135448,0.402032723468599,2.3980198285768,0.334294468629324,2.89641897656057,0.536827901315093,6.13894423154244,35,19.5634601718366,1,0.47081379923621,-0.179781562395893
0.646693513126544,10.7528641070375,0.465728804257497,3.12306566651041,0.393544164613162,4.62963711060346,0.52676833648172,7.16741812054978,36,33.581900709341,1,1.69555547839272,1.90116965009874
0.591151893240595,4.70875386416682,0.585403001093342,2.46228567235898,0.244131924099237,2.29644743273628,0.44225152094507,6.15952332619015,37,11.5942971744029,1,1.14077549607599,0.958546322651557
0.284546209869208,3.79022549903418,0.516666221653608,2.55122166489731,0.263377276571406,2.60633111031471,0.492343827443248,7.46962065721143,38,9.66970540798222,1,0.530186265311529,-0.0789021627878699
0.315868185518348,6.21113398190369,0.581199889042059,3.06959056342951,0.29163294957553,0,0.471665005113118,14.3044393040578,39,19.0656382590479,0,0.18358255437518,-0.66781444102835
0.664012861616509,5.55114343350561,0.447592406888604,3.09981831017107,0.320488880903139,0,0.532532409837193,10.5962916198574,40,17.2075360575666,0,0.297207114935923,-0.474755634349305
0.192267770019083,8.47804575308325,0.455885730831327,3.26500391602763,0.405415185349265,0,0.583550980462097,16.5601429540534,41,27.6808525840782,0,0.0876521328504592,-0.830809242613345
0.47418727905362,3.52311054030678,0.436662566168642,2.73416292507195,0.250313991748792,0,0.468210898240103,10.7089652446722,42,9.632758220237,0,0.20705983411608,-0.627924336384775
0.638612031707676,4.93510438054197,0.522196633043575,3.15618967681152,0.300780703637978,0,0.512100715815974,8.63084105530599,43,15.5761254998539,0,0.333481052778865,-0.413122804977308
0.461722145516563,6.04977647326935,0.531440151487368,2.85549529344137,0.307782535179285,3.8598811188648,0.510910292346869,8.70542763418852,44,17.2751082457929,1,1.19250638783982,1.04644196935929
0.417551093917002,3.51469559755976,0.567644756737168,2.60084110887321,0.265834875704658,0,0.501332432699481,10.8733119093065,45,9.1411647953091,0,0.237020689131855,-0.577018028031334
0.366214724880685,13.2743036791945,0.473844498817617,2.47767907027082,0.338164083296727,0,0.456393607462042,15.1489534126963,46,32.8894643983592,0,0.17352883277072,-0.684896658869825
0.774621319983493,5.82208892965915,0.445215069710677,2.81960686008556,0.266425179605796,0,0.447925448155604,13.3307656028112,47,16.4160018860952,0,0.344873084975828,-0.393766671666508
0.731253630340432,9.75517685336728,0.601686555642228,3.37631415386796,0.329740456487253,0,0.444774183791148,7.33618363348514,48,32.936541683509,0,0.43998547814041,-0.232161777142615
0.755405475103004,6.76905576998074,0.414590262068901,3.74220758462265,0.404028897102765,0,0.59954497542005,14.0367074519577,49,25.3312118431556,0,0.313183753891237,-0.447609823300769
0.590396572324992,8.06821266854685,0.41634321594498,2.76186721053503,0.343839671976192,0,0.531558335213062,7.8077251138983,50,22.2833320168829,0,0.24580760760468,-0.562088227762995
